virus,virus_taxid,virus_family,virus_genus,zoonotic_llm,confidence,reasoning
enterovirus b87,318570,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
enterovirus b88,318571,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
enterovirus b93,991902,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
enterovirus b97,325446,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
enterovirus b98,582384,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
enterovirus c102,2760818,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
enterovirus c104,2650411,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
enterovirus c105,2749421,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
enterovirus c109,861519,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
enterovirus c117,2760819,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
enterovirus c118,2760820,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
enterovirus c96,325445,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
enterovirus d111,1141754,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
enterovirus d94,2015550,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
enterovirus yanbian 96-83csf,123738,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human rhinovirus a95,185942,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human rhinovirus ams323,433730,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
poliovirus 2,12083,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
poliovirus 3,12086,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a,147711,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a10,185892,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a100,185946,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a101,1219381,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a103,1033850,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a11,39767,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a12,147684,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a13,185893,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a15,185894,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a18,147674,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a19,185895,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a1b,2777147,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a2,12130,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a20,147675,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a21,44128,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a22,185896,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a23,12135,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a24,185897,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a25,185898,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a28,147672,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a29,44129,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a30,185901,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a31,185902,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a32,185903,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a33,185904,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a34,185905,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a36,147673,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a38,185906,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a39,185907,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
rhinovirus a40,185908,Picornaviridae,Enterovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
